Sex;Autonomous Communities;Measurements and percentiles;Periodo;Total
Females;Extremadura;25th Percentile;2014;8.972,46
Females;Extremadura;25th Percentile;2013;7.854,55
Females;Extremadura;25th Percentile;2012;9.744,46
Females;Extremadura;25th Percentile;2011;10.267,74
Females;Extremadura;25th Percentile;2010;9.962,15
Females;Extremadura;25th Percentile;2009;10.057,2
Females;Extremadura;25th Percentile;2008;10.184,48
Females;Extremadura;50th Percentile;2024;19.007,07
Females;Extremadura;50th Percentile;2023;18.223,48
Females;Extremadura;50th Percentile;2022;17.367,87
Females;Extremadura;50th Percentile;2021;16.008,34
Females;Extremadura;50th Percentile;2020;15.460,28
Females;Extremadura;50th Percentile;2019;14.741,57
Females;Extremadura;50th Percentile;2018;15.114,77
Females;Extremadura;50th Percentile;2017;14.998,8
Females;Extremadura;50th Percentile;2016;14.711,69
Females;Extremadura;50th Percentile;2015;14.602,48
Females;Extremadura;50th Percentile;2014;14.727,85
Females;Extremadura;50th Percentile;2013;14.377,08
Females;Extremadura;50th Percentile;2012;14.758,54
Females;Extremadura;50th Percentile;2011;15.212,82
Females;Extremadura;50th Percentile;2010;14.334,72
Females;Extremadura;50th Percentile;2009;15.103,1
Females;Extremadura;50th Percentile;2008;14.217,78
Females;Extremadura;75th Percentile;2024;30.901,62
Females;Extremadura;75th Percentile;2023;28.915,62
Females;Extremadura;75th Percentile;2022;26.908,81
Females;Extremadura;75th Percentile;2021;26.199,52
Females;Extremadura;75th Percentile;2020;24.477,67
Females;Extremadura;75th Percentile;2019;23.472,09
Females;Extremadura;75th Percentile;2018;22.977,31
Females;Extremadura;75th Percentile;2017;24.098,53
Females;Extremadura;75th Percentile;2016;23.624,78
Females;Extremadura;75th Percentile;2015;22.608,27
Females;Extremadura;75th Percentile;2014;22.755,85
Females;Extremadura;75th Percentile;2013;21.284,56
Females;Extremadura;75th Percentile;2012;21.082,02
Females;Extremadura;75th Percentile;2011;22.921,81
Females;Extremadura;75th Percentile;2010;23.111,87
Females;Extremadura;75th Percentile;2009;22.824,18
Females;Extremadura;75th Percentile;2008;20.850,98
Females;Extremadura;90th Percentile;2024;43.389,43
Females;Extremadura;90th Percentile;2023;41.000,04
Females;Extremadura;90th Percentile;2022;38.849,75
Females;Extremadura;90th Percentile;2021;37.681,24
Females;Extremadura;90th Percentile;2020;34.679,25
Females;Extremadura;90th Percentile;2019;34.328,39
Females;Extremadura;90th Percentile;2018;34.296,8
Females;Extremadura;90th Percentile;2017;33.742,56
Females;Extremadura;90th Percentile;2016;33.083,93
Females;Extremadura;90th Percentile;2015;32.064,12
Females;Extremadura;90th Percentile;2014;32.704,93
Females;Extremadura;90th Percentile;2013;28.838,84
Females;Extremadura;90th Percentile;2012;31.600,66
Females;Extremadura;90th Percentile;2011;32.614,22
Females;Extremadura;90th Percentile;2010;33.626,99
Females;Extremadura;90th Percentile;2009;31.293,27
Females;Extremadura;90th Percentile;2008;29.234,87
Females;Galicia;Average;2024;24.551,26
Females;Galicia;Average;2023;23.153,78
Females;Galicia;Average;2022;21.912,75
Females;Galicia;Average;2021;20.904,37
Females;Galicia;Average;2020;20.446,53
Females;Galicia;Average;2019;19.818,26
Females;Galicia;Average;2018;19.543,17
Females;Galicia;Average;2017;18.833,53
Females;Galicia;Average;2016;18.294,47
Females;Galicia;Average;2015;18.093,26
Females;Galicia;Average;2014;17.797,03
Females;Galicia;Average;2013;17.258,21
Females;Galicia;Average;2012;16.727,15
Females;Galicia;Average;2011;17.291,96
Females;Galicia;Average;2010;17.691,11
Females;Galicia;Average;2009;17.342,32
Females;Galicia;Average;2008;16.646,42
Females;Galicia;10th Percentile;2024;9.700,04
Females;Galicia;10th Percentile;2023;9.452,83
Females;Galicia;10th Percentile;2022;8.507,88
Females;Galicia;10th Percentile;2021;7.952,29
Females;Galicia;10th Percentile;2020;7.093,89
Females;Galicia;10th Percentile;2019;7.416,44
Females;Galicia;10th Percentile;2018;7.178,45
Females;Galicia;10th Percentile;2017;6.405,42
Females;Galicia;10th Percentile;2016;6.436,32
Females;Galicia;10th Percentile;2015;6.243,19
Females;Galicia;10th Percentile;2014;6.312,85
Females;Galicia;10th Percentile;2013;6.146,13
Females;Galicia;10th Percentile;2012;6.383,01
Females;Galicia;10th Percentile;2011;6.598,23
Females;Galicia;10th Percentile;2010;6.990,04
Females;Galicia;10th Percentile;2009;6.724,95
Females;Galicia;10th Percentile;2008;6.476,36
Females;Galicia;25th Percentile;2024;15.698,48
Females;Galicia;25th Percentile;2023;14.425,08
Females;Galicia;25th Percentile;2022;13.954,67
Females;Galicia;25th Percentile;2021;12.634,1
Females;Galicia;25th Percentile;2020;11.832,11
Females;Galicia;25th Percentile;2019;12.110,39
Females;Galicia;25th Percentile;2018;11.565,45
Females;Galicia;25th Percentile;2017;11.191,79
Females;Galicia;25th Percentile;2016;10.970,63
Females;Galicia;25th Percentile;2015;10.985,34
Females;Galicia;25th Percentile;2014;10.547,4
Females;Galicia;25th Percentile;2013;10.712,48
Females;Galicia;25th Percentile;2012;10.731,64
Females;Galicia;25th Percentile;2011;10.372,49
Females;Galicia;25th Percentile;2010;10.755,09
Females;Galicia;25th Percentile;2009;10.593,37
Females;Galicia;25th Percentile;2008;10.201,5
Females;Galicia;50th Percentile;2024;20.603,4
Females;Galicia;50th Percentile;2023;19.147,64
Females;Galicia;50th Percentile;2022;18.165,51
Females;Galicia;50th Percentile;2021;17.012,05
Females;Galicia;50th Percentile;2020;16.765,2
Females;Galicia;50th Percentile;2019;16.412,28
Females;Galicia;50th Percentile;2018;16.146,14
Females;Galicia;50th Percentile;2017;15.970,06
Females;Galicia;50th Percentile;2016;15.542,62
Females;Galicia;50th Percentile;2015;15.430,38
Females;Galicia;50th Percentile;2014;15.130,99
Females;Galicia;50th Percentile;2013;15.005,56
Females;Galicia;50th Percentile;2012;14.629,68
Females;Galicia;50th Percentile;2011;14.826,52
Females;Galicia;50th Percentile;2010;14.992,42
Females;Galicia;50th Percentile;2009;14.605,25
Females;Galicia;50th Percentile;2008;13.859,44
Females;Galicia;75th Percentile;2024;30.269,23
Females;Galicia;75th Percentile;2023;28.795,66
Females;Galicia;75th Percentile;2022;26.659,27
Females;Galicia;75th Percentile;2021;26.099,64
Females;Galicia;75th Percentile;2020;25.172,14
Females;Galicia;75th Percentile;2019;24.071,04
Females;Galicia;75th Percentile;2018;24.653,09
Females;Galicia;75th Percentile;2017;23.173,85
Females;Galicia;75th Percentile;2016;22.561,92
Females;Galicia;75th Percentile;2015;22.072,65
Females;Galicia;75th Percentile;2014;22.151,79
Females;Galicia;75th Percentile;2013;21.077,55
Females;Galicia;75th Percentile;2012;20.103,78
Females;Galicia;75th Percentile;2011;21.313,71
Females;Galicia;75th Percentile;2010;21.709,52
Females;Galicia;75th Percentile;2009;21.676,96
Females;Galicia;75th Percentile;2008;20.256,48
Females;Galicia;90th Percentile;2024;42.587,79
Females;Galicia;90th Percentile;2023;40.574,93
Females;Galicia;90th Percentile;2022;39.631,17
Females;Galicia;90th Percentile;2021;37.255,36
Females;Galicia;90th Percentile;2020;36.878,02
Females;Galicia;90th Percentile;2019;35.369,63
Females;Galicia;90th Percentile;2018;35.009,19
Females;Galicia;90th Percentile;2017;33.958,8
Females;Galicia;90th Percentile;2016;32.918,8
Females;Galicia;90th Percentile;2015;32.281,98
Females;Galicia;90th Percentile;2014;32.264,92
Females;Galicia;90th Percentile;2013;30.224,91
Females;Galicia;90th Percentile;2012;28.952,09
Females;Galicia;90th Percentile;2011;30.532,17
Females;Galicia;90th Percentile;2010;31.698,56
Females;Galicia;90th Percentile;2009;32.739,77
Females;Galicia;90th Percentile;2008;30.915,5
Females;Madrid, Comunidad de;Average;2024;31.048,41
Females;Madrid, Comunidad de;Average;2023;29.250,2
Females;Madrid, Comunidad de;Average;2022;28.123,47
Females;Madrid, Comunidad de;Average;2021;26.578,07
Females;Madrid, Comunidad de;Average;2020;25.900,29
Females;Madrid, Comunidad de;Average;2019;24.873,79
Females;Madrid, Comunidad de;Average;2018;23.925,99
Females;Madrid, Comunidad de;Average;2017;24.029,31
Females;Madrid, Comunidad de;Average;2016;23.371,33
Females;Madrid, Comunidad de;Average;2015;23.470,06
Females;Madrid, Comunidad de;Average;2014;23.326,94
Females;Madrid, Comunidad de;Average;2013;22.959,28
Females;Madrid, Comunidad de;Average;2012;22.841,15
Females;Madrid, Comunidad de;Average;2011;22.585,38
Females;Madrid, Comunidad de;Average;2010;22.721,17
Females;Madrid, Comunidad de;Average;2009;22.048,25
Females;Madrid, Comunidad de;Average;2008;21.787,75
Females;Madrid, Comunidad de;10th Percentile;2024;11.444,52
Females;Madrid, Comunidad de;10th Percentile;2023;10.837,85
Females;Madrid, Comunidad de;10th Percentile;2022;10.067,22
Females;Madrid, Comunidad de;10th Percentile;2021;10.139,6
Females;Madrid, Comunidad de;10th Percentile;2020;9.607,22
Females;Madrid, Comunidad de;10th Percentile;2019;8.609,76
Females;Madrid, Comunidad de;10th Percentile;2018;7.876,76
Females;Madrid, Comunidad de;10th Percentile;2017;8.311,22
Females;Madrid, Comunidad de;10th Percentile;2016;8.236,82
Females;Madrid, Comunidad de;10th Percentile;2015;7.992,33
Females;Madrid, Comunidad de;10th Percentile;2014;7.413
Females;Madrid, Comunidad de;10th Percentile;2013;7.665
Females;Madrid, Comunidad de;10th Percentile;2012;7.799,28
Females;Madrid, Comunidad de;10th Percentile;2011;8.100,7
Females;Madrid, Comunidad de;10th Percentile;2010;8.570,31
Females;Madrid, Comunidad de;10th Percentile;2009;7.899,97
Females;Madrid, Comunidad de;10th Percentile;2008;8.478,81
Females;Madrid, Comunidad de;25th Percentile;2024;17.071,26
Females;Madrid, Comunidad de;25th Percentile;2023;16.096,04
Females;Madrid, Comunidad de;25th Percentile;2022;15.586,16
Females;Madrid, Comunidad de;25th Percentile;2021;14.765,04
Females;Madrid, Comunidad de;25th Percentile;2020;14.085,32
Females;Madrid, Comunidad de;25th Percentile;2019;13.551,2
Females;Madrid, Comunidad de;25th Percentile;2018;12.989,48
Females;Madrid, Comunidad de;25th Percentile;2017;13.048,7
Females;Madrid, Comunidad de;25th Percentile;2016;12.641,22
Females;Madrid, Comunidad de;25th Percentile;2015;12.694,31
Females;Madrid, Comunidad de;25th Percentile;2014;12.661,16
Females;Madrid, Comunidad de;25th Percentile;2013;12.380,43
Females;Madrid, Comunidad de;25th Percentile;2012;12.569,16
Females;Madrid, Comunidad de;25th Percentile;2011;12.542,34
Females;Madrid, Comunidad de;25th Percentile;2010;13.081,11
Females;Madrid, Comunidad de;25th Percentile;2009;12.448,45
Females;Madrid, Comunidad de;25th Percentile;2008;12.039,09
Females;Madrid, Comunidad de;50th Percentile;2024;25.362,11
Females;Madrid, Comunidad de;50th Percentile;2023;24.037,76
Females;Madrid, Comunidad de;50th Percentile;2022;22.898,14
Females;Madrid, Comunidad de;50th Percentile;2021;21.818,13
Females;Madrid, Comunidad de;50th Percentile;2020;21.072,14
Females;Madrid, Comunidad de;50th Percentile;2019;20.182,37
Females;Madrid, Comunidad de;50th Percentile;2018;19.044,86
Females;Madrid, Comunidad de;50th Percentile;2017;19.368,41
Females;Madrid, Comunidad de;50th Percentile;2016;18.823,19
Females;Madrid, Comunidad de;50th Percentile;2015;19.145
Females;Madrid, Comunidad de;50th Percentile;2014;19.133,47
Females;Madrid, Comunidad de;50th Percentile;2013;18.587,64
Females;Madrid, Comunidad de;50th Percentile;2012;18.595,78
Females;Madrid, Comunidad de;50th Percentile;2011;18.448,38
Females;Madrid, Comunidad de;50th Percentile;2010;18.788,2
Females;Madrid, Comunidad de;50th Percentile;2009;17.845,57
Females;Madrid, Comunidad de;50th Percentile;2008;17.532,26
Females;Madrid, Comunidad de;75th Percentile;2024;39.230,44
Females;Madrid, Comunidad de;75th Percentile;2023;37.308,1
Females;Madrid, Comunidad de;75th Percentile;2022;35.700,3
Females;Madrid, Comunidad de;75th Percentile;2021;33.656,91
Females;Madrid, Comunidad de;75th Percentile;2020;33.262,84
Females;Madrid, Comunidad de;75th Percentile;2019;32.189,62
Females;Madrid, Comunidad de;75th Percentile;2018;30.705,13
Females;Madrid, Comunidad de;75th Percentile;2017;30.691,77
Females;Madrid, Comunidad de;75th Percentile;2016;30.000
Females;Madrid, Comunidad de;75th Percentile;2015;29.977,47
Females;Madrid, Comunidad de;75th Percentile;2014;30.072,78
Females;Madrid, Comunidad de;75th Percentile;2013;29.358,58
Females;Madrid, Comunidad de;75th Percentile;2012;29.026,47
Females;Madrid, Comunidad de;75th Percentile;2011;28.736,66
Females;Madrid, Comunidad de;75th Percentile;2010;28.789,2
Females;Madrid, Comunidad de;75th Percentile;2009;27.994,3
Females;Madrid, Comunidad de;75th Percentile;2008;27.719,89
Females;Madrid, Comunidad de;90th Percentile;2024;57.968,53
Females;Madrid, Comunidad de;90th Percentile;2023;54.173,87
Females;Madrid, Comunidad de;90th Percentile;2022;52.796,29
Females;Madrid, Comunidad de;90th Percentile;2021;48.699,83
Females;Madrid, Comunidad de;90th Percentile;2020;48.428,96
Females;Madrid, Comunidad de;90th Percentile;2019;47.387,2
Females;Madrid, Comunidad de;90th Percentile;2018;46.068,16
Females;Madrid, Comunidad de;90th Percentile;2017;45.093,89
Females;Madrid, Comunidad de;90th Percentile;2016;44.087,69
Females;Madrid, Comunidad de;90th Percentile;2015;44.333,1
Females;Madrid, Comunidad de;90th Percentile;2014;44.066,81
Females;Madrid, Comunidad de;90th Percentile;2013;43.720,54
Females;Madrid, Comunidad de;90th Percentile;2012;43.196,05
Females;Madrid, Comunidad de;90th Percentile;2011;41.987,23
Females;Madrid, Comunidad de;90th Percentile;2010;41.447,27
Females;Madrid, Comunidad de;90th Percentile;2009;41.205,74
Females;Madrid, Comunidad de;90th Percentile;2008;40.719,2
Females;Murcia, Región de;Average;2024;23.395,07
Females;Murcia, Región de;Average;2023;22.474,77
Females;Murcia, Región de;Average;2022;20.956,37
Females;Murcia, Región de;Average;2021;20.189,83
Females;Murcia, Región de;Average;2020;20.007,14
Females;Murcia, Región de;Average;2019;19.431,25
Females;Murcia, Región de;Average;2018;18.598,64
Females;Murcia, Región de;Average;2017;18.048,37
Females;Murcia, Región de;Average;2016;18.033,05
Females;Murcia, Región de;Average;2015;17.540,27
Females;Murcia, Región de;Average;2014;17.500,99
Females;Murcia, Región de;Average;2013;16.957,29
Females;Murcia, Región de;Average;2012;17.457,52
Females;Murcia, Región de;Average;2011;18.053,61
Females;Murcia, Región de;Average;2010;17.838,28
Females;Murcia, Región de;Average;2009;17.384,95
Females;Murcia, Región de;Average;2008;16.020,2
Females;Murcia, Región de;10th Percentile;2024;8.218,43
Females;Murcia, Región de;10th Percentile;2023;7.924,36
Females;Murcia, Región de;10th Percentile;2022;8.185,46
Females;Murcia, Región de;10th Percentile;2021;7.594,33
Females;Murcia, Región de;10th Percentile;2020;7.328,35
Females;Murcia, Región de;10th Percentile;2019;6.744,1
Females;Murcia, Región de;10th Percentile;2018;5.696,73
Females;Murcia, Región de;10th Percentile;2017;6.199,53
Females;Murcia, Región de;10th Percentile;2016;5.901,48
Females;Murcia, Región de;10th Percentile;2015;5.382,84
Females;Murcia, Región de;10th Percentile;2014;5.776,65
Females;Murcia, Región de;10th Percentile;2013;5.368,82
Females;Murcia, Región de;10th Percentile;2012;5.704,52
Females;Murcia, Región de;10th Percentile;2011;5.990,53
Females;Murcia, Región de;10th Percentile;2010;5.976,39
Females;Murcia, Región de;10th Percentile;2009;6.513,9
Females;Murcia, Región de;10th Percentile;2008;6.147,52
Females;Murcia, Región de;25th Percentile;2024;13.607,99
Females;Murcia, Región de;25th Percentile;2023;13.052,52
Females;Murcia, Región de;25th Percentile;2022;12.982,74
Females;Murcia, Región de;25th Percentile;2021;12.194,48
Females;Murcia, Región de;25th Percentile;2020;11.456,35
Females;Murcia, Región de;25th Percentile;2019;11.122,43
Females;Murcia, Región de;25th Percentile;2018;9.929,88
Females;Murcia, Región de;25th Percentile;2017;10.263,83
Females;Murcia, Región de;25th Percentile;2016;9.621,41
Females;Murcia, Región de;25th Percentile;2015;9.325,93
Females;Murcia, Región de;25th Percentile;2014;9.643,97
Females;Murcia, Región de;25th Percentile;2013;9.034
Females;Murcia, Región de;25th Percentile;2012;9.589,28
Females;Murcia, Región de;25th Percentile;2011;10.189,79
Females;Murcia, Región de;25th Percentile;2010;10.212,36
Females;Murcia, Región de;25th Percentile;2009;9.567,77
Females;Murcia, Región de;25th Percentile;2008;9.322,44
Females;Murcia, Región de;50th Percentile;2024;18.528,77
Females;Murcia, Región de;50th Percentile;2023;17.641,25
Females;Murcia, Región de;50th Percentile;2022;16.981,34
Females;Murcia, Región de;50th Percentile;2021;16.257,09
Females;Murcia, Región de;50th Percentile;2020;16.093,74
Females;Murcia, Región de;50th Percentile;2019;15.598,4
Females;Murcia, Región de;50th Percentile;2018;15.498,24
Females;Murcia, Región de;50th Percentile;2017;14.803,44
Females;Murcia, Región de;50th Percentile;2016;14.437,37
Females;Murcia, Región de;50th Percentile;2015;14.294,84
Females;Murcia, Región de;50th Percentile;2014;14.269,14
Females;Murcia, Región de;50th Percentile;2013;14.055,89
